id,name,attribution,description,count_rows,viewCount,downloadCount,category,tags,createdAt,updatedAt,dataUpdatedAt,metadataUpdatedAt,domain,attributionLink,webUri,dataUri
did2-qzw3,CEQR Project Locations,Mayor’s Office of Environmental Coordination (MOEC),"CEQR Open Data contains information on projects that are undergoing or have completed review through the City Environmental Quality Review (CEQR) process. Project information available at the Open Data Portal includes the CEQR Number, Project Name, the Project Description, the Lead Agency, project milestones, and geographical locations. CEQR Open Data contains information on CEQR projects, which were filed with the Mayor’s Office from January 1, 2005 to the present.  For associated documents, please follow the links to the CEQR Access Database.",41376,2345,3972,City Government,"['sustainability', 'moec', 'ceqr', 'environment', 'project']",2015-11-25T20:58:08+0000,2024-01-31T17:29:08+0000,2024-08-19T14:01:19+0000,2024-01-31T17:29:08+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/did2-qzw3,https://data.cityofnewyork.us/resource/did2-qzw3
8fj8-3sgg,CEQR Project Milestones,Mayor’s Office of Environmental Coordination (MOEC),"CEQR Open Data contains information on projects that are undergoing or have completed review through the City Environmental Quality Review (CEQR) process. Project information available at the Open Data Portal includes the CEQR Number, Project Name, the Project Description, the Lead Agency, project milestones, and geographical locations. CEQR Open Data contains information on CEQR projects, which were filed with the Mayor’s Office from January 1, 2005 to the present.  For associated documents, please follow the links to the CEQR Access Database.",33396,1479,4309,City Government,"['sustainability', 'moec', 'ceqr', 'environment', 'project']",2015-11-25T20:55:48+0000,2024-01-31T17:27:35+0000,2024-08-19T14:01:07+0000,2024-01-31T17:27:35+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8fj8-3sgg,https://data.cityofnewyork.us/resource/8fj8-3sgg
gezn-7mgk,CEQR Projects,Mayor’s Office of Environmental Coordination (MOEC),"CEQR Open Data contains information on projects that are undergoing or have completed review through the City Environmental Quality Review (CEQR) process. Project information available at the Open Data Portal includes the CEQR Number, Project Name, the Project Description, the Lead Agency, project milestones, and geographical locations. CEQR Open Data contains information on CEQR projects, which were filed with the Mayor’s Office from January 1, 2005 to the present.  For associated documents, please follow the links to the CEQR Access Database.",14526,2719,6242,City Government,"['sustainability', 'moec', 'ceqr', 'environment', 'project']",2015-11-25T20:53:18+0000,2024-01-31T17:27:13+0000,2024-08-19T14:00:55+0000,2024-01-31T17:27:13+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/gezn-7mgk,https://data.cityofnewyork.us/resource/gezn-7mgk
fxdy-q85h,FY2015 MMR Agency Performance Indicators,Mayor's Office of Operations (OPS),"NYC agency performance indicators from the Mayor's Management Report (MMR)
<i>Use ‘CSV for Excel’ when downloading this dataset and then sort in alphabetical order by Agency.<i>",1617,846,1925,City Government,"['mmr', 'management', 'report', 'key performance indicators', 'kpi', 'metrics']",2015-11-25T15:09:32+0000,2022-05-09T22:27:32+0000,2017-03-28T15:57:57+0000,2022-05-09T22:27:32+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/fxdy-q85h,https://data.cityofnewyork.us/resource/fxdy-q85h
3h2n-5cm9,DOB Violations,Department of Buildings (DOB),Violations that have been issued by the Department of Buildings. There may also be an ECB violation. (https://data.cityofnewyork.us/Housing-Development/DOB-ECB-Violations/6bgk-3dad),2413853,114954,21675,Housing & Development,"['dob', 'buildings', 'violation']",2015-11-24T20:50:03+0000,2024-08-19T17:38:49+0000,2024-08-19T17:43:35+0000,2024-08-19T17:38:49+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/3h2n-5cm9,https://data.cityofnewyork.us/resource/3h2n-5cm9
6bgk-3dad,DOB ECB Violations,Department of Buildings (DOB),Violations by the Department of Buildings that are adjudicated by OATH/ECB. There may also be a DOB violation. (https://data.cityofnewyork.us/Housing-Development/DOB-Violations/3h2n-5cm9),1708644,73823,25074,Housing & Development,"['dob', 'buildings', 'violation ecb', 'nov', '2018od4a-report']",2015-11-24T20:49:53+0000,2024-08-19T16:57:37+0000,2024-08-19T17:03:29+0000,2024-08-19T16:57:37+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/6bgk-3dad,https://data.cityofnewyork.us/resource/6bgk-3dad
p937-wjvj,Rodent Inspection,Department of Health and Mental Hygiene (DOHMH),"Dataset contains information on rat inspections.

Rat Information Portal Data Release Notes        April 20, 2015

The Rat Information Portal (RIP) is a web-based mapping application where users can view rat inspection data. 

Data sources: NYC Department of Health and Mental Hygiene (DOHMH), Division of Environmental Health Pest Control Database

Notes on data limitations: Please note that if a property/taxlot does not appear in the file, that does not indicate an absence of rats - rather just that it has not been inspected. Similarly, neighborhoods with higher numbers properties with active rat signs may not actually have higher rat populations but simply have more inspections. 

See our Data Disclaimer:
http://www.nyc.gov/rats",2605125,31625,11567,Health,"['rodent', 'inspection', 'health', 'dohmh']",2015-11-23T16:34:42+0000,2023-07-25T17:18:32+0000,2024-08-19T09:41:45+0000,2023-07-25T17:18:32+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/p937-wjvj,https://data.cityofnewyork.us/resource/p937-wjvj
28rh-vpvr,Vehicles,Department of Education (DOE),"OPT maintains an inventory of all the vehicles used by contracted bus vendors in service to the Department of Education. The vehicles inventory can include school buses, ambulances or coach buses. This dataset details the active vehicle inventory for each bus vendor. 
There are a variety of different vehicles used to serve students requiring curb-to-curb service because an Individualized Education Plan (IEP) indicates specific transportation needs. The standard bus is the only vehicle used for general education students eligible for bus service but who do not have an IEP.",979,3375,3979,Transportation,,2015-11-13T21:50:01+0000,2022-05-09T22:25:18+0000,2024-08-01T10:31:47+0000,2022-05-09T22:25:18+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/28rh-vpvr,https://data.cityofnewyork.us/resource/28rh-vpvr
hg3c-2jsy,Transportation Sites,Department of Education (DOE),"OPT provides transportation service to many different kinds of locations. Many of these locations are schools but they also include offices or other sites that may be part of certain students’ educational plans. The schools may be public, private or religious. OPT provides busing to some Pre-K sites for students who have an IEP for curb-to-curb busing because of medical condition. Transportation service is not limited to school bus service; it includes distribution of MetroCards and approved reimbursement services. Bus service can be conducted on a yellow school bus, an ambulance, or even a coach bus. Yellow school buses are available in a number of sizes and seating configurations. This dataset includes schools, offices or Pre-K/EI sites that currently receive any transportation services from OPT. These sites may be within the New York City limits or up to fifty miles from the city limits in the states of New York, New Jersey or Connecticut. This dataset does not include field trip destinations.",22891,6238,3360,Transportation,,2015-11-13T21:17:03+0000,2018-09-10T19:01:35+0000,2024-08-01T10:32:11+0000,2018-09-10T19:01:35+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/hg3c-2jsy,https://data.cityofnewyork.us/resource/hg3c-2jsy
fgqh-vfzz,Routes by Transportation Sites,,"This dataset allows users to link the information in the Route dataset to the information in the Transportation Site dataset. 
Please note that because OPT does not design routes for Pre-K service, those routes are not included in this dataset.",129747,3104,1431,Transportation,,2015-11-13T21:11:32+0000,2018-09-10T19:02:16+0000,2024-08-01T10:32:05+0000,2018-09-10T19:02:16+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/fgqh-vfzz,https://data.cityofnewyork.us/resource/fgqh-vfzz
8yac-vygm,Routes,Department of Education (DOE),"One of OPT’s main functions is to plan efficient and fiscally responsible school bus routes. OPT staff use a variety of systems to generate and share bus route information with bus vendors and the public. Specific bus route paths cannot be publicly disclosed because they could reveal personally identifiable information about individual students. In this dataset, OPT has provided all the route information that does not risk disclosing personally identifiable information. 
School-age service for students in grades K through 12 are contracted with bus vendors on a per route basis. OPT also manages bus service for Pre-K students who require curb-to-curb service as per a student’s Individualized Education Plan (IEP). This Pre-K bus service is contracted on a per student basis, instead of per route. As a consequence of this difference, OPT does not design bus routes for Pre-K service, so those routes are not included in this dataset.
There are a variety of different vehicles used on routes that serve students requiring curb-to-curb service because an Individualized Education Plan (IEP) indicates specific transportation needs. The standard bus is the only vehicle used for general education routes with students eligible for bus service but who do not have an IEP.
Users may occasionally see a route without a garage assignment. Because this dataset is derived from a snapshot of a transactional system, there may be routes that are in the process of being assigned to a garage. In those cases, the garage information will appear as NULL until the assignment is complete.",53422,8981,2776,Transportation,,2015-11-13T21:00:41+0000,2018-09-10T19:01:46+0000,2024-08-01T10:32:20+0000,2018-09-10T19:01:46+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8yac-vygm,https://data.cityofnewyork.us/resource/8yac-vygm
y52e-hp89,Small Business Administration (SBA) Size Standards Table,Department of Small Business Services (SBS),"This table lists small business size standards matched to industries described in the North American Industry Classification System (NAICS), as modified by the Office of Management and Budget effective January 1, 2012.",1159,3264,3705,Business,,2015-11-09T23:23:55+0000,2020-02-08T00:49:42+0000,2015-11-09T23:24:22+0000,2020-02-08T00:49:42+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/y52e-hp89,https://data.cityofnewyork.us/resource/y52e-hp89
5xsi-dfpx,geo_export_04d8473e-fc93-45e1-91e3-0746749c84a8,Department of Small Business Services (SBS),Areas of New York City that were flooded as a result of Hurricane Sandy.,492,286,1265,Environment,,2015-11-09T23:21:24+0000,2024-02-20T00:14:19+0000,2015-11-09T23:21:24+0000,2024-02-20T00:14:19+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/5xsi-dfpx,https://data.cityofnewyork.us/resource/5xsi-dfpx
k397-673e,Citywide Payroll Data (Fiscal Year),Office of Payroll Administration (OPA),"Data is collected because of public interest in how the City’s budget is being spent on salary and overtime pay for all municipal employees. Data is input into the City's Personnel Management System (“PMS”) by the respective user Agencies. Each record represents the following statistics for every city employee: Agency, Last Name, First Name, Middle Initial, Agency Start Date, Work Location Borough, Job Title Description, Leave Status as of the close of the FY (June 30th), Base Salary, Pay Basis, Regular Hours Paid, Regular Gross Paid, Overtime Hours worked, Total Overtime Paid, and Total Other Compensation (i.e. lump sum and/or retro payments). This data can be used to analyze how the City's financial resources are allocated and how much of the City's budget is being devoted to overtime. The reader of this data should be aware that increments of salary increases received over the course of any one fiscal year will not be reflected. All that is captured, is the employee's final base and gross salary at the end of the fiscal year.  In very limited cases, a check replacement and subsequent refund may reflect both the original check as well as the re-issued check in employee pay totals.  
<br>
<b>NOTE 1: </b>To further improve the visibility into the number of employee OT hours worked, beginning with the FY 2023 report, an updated methodology will be used which will eliminate redundant reporting of OT hours in some specific instances.  In the previous calculation, hours associated with both overtime pay as well as an accompanying overtime “companion code” pay were included in the employee total even though they represented pay for the same period of time.  With the updated methodology, the dollars shown on the Open Data site will continue to be inclusive of both types of overtime, but the OT hours will now reflect a singular block of time, which will result in a more representative total of employee OT hours worked.   The updated methodology will primarily impact the OT hours associated with City employees in uniformed civil service titles.  The updated methodology will be applied to the Open Data posting for Fiscal Year 2023 and cannot be applied to prior postings and, as a result, the reader of this data should not compare OT <b>hours</b>  prior to the 2023 report against OT hours published starting Fiscal Year 2023.  The reader of this data may continue to compare OT <b>dollars</b> across all published Fiscal Years on Open Data. 
<br>
<b>NOTE 2: </b>As a part of FISA-OPA’s routine process for reviewing and releasing Citywide Payroll Data, data for some agencies (specifically NYC Police Department (NYPD) and the District Attorneys’ Offices (Manhattan, Kings, Queens, Richmond, Bronx, and Special Narcotics)) have been redacted since they are exempt from disclosure pursuant to the Freedom of Information Law, POL § 87(2)(f), on the ground that disclosure of the information could endanger the life and safety of the public servants listed thereon. They are further exempt from disclosure pursuant to POL § 87(2)(e)(iii), on the ground that any release of the information would identify confidential sources or disclose confidential information relating to a criminal investigation, and POL § 87(2)(e)(iv), on the ground that disclosure would reveal non-routine criminal investigative techniques or procedures. Some of these redactions will appear as XXX in the name columns.",5662713,671413,33420,City Government,,2015-10-31T16:15:21+0000,2024-02-01T15:27:14+0000,2023-11-01T19:10:06+0000,2024-02-01T15:27:14+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/k397-673e,https://data.cityofnewyork.us/resource/k397-673e
8k4x-9mp5,Citywide Auto Fringe Benefits,Office of Payroll Administration (OPA),Auto Fringe Benefits for all city employees.,25665,1673,20911,City Government,,2015-10-31T16:02:48+0000,2024-06-28T13:27:52+0000,2024-06-28T13:27:53+0000,2024-06-28T13:27:52+0000,data.cityofnewyork.us,,https://data.cityofnewyork.us/d/8k4x-9mp5,https://data.cityofnewyork.us/resource/8k4x-9mp5
